date,symbol,open,high,low,close,volume
2024-01-01,ADA,0.5938,0.6242,0.5905,0.6234,19115404.63
2024-01-02,ADA,0.6234,0.6372,0.6022,0.6052,29680628.54
2024-01-03,ADA,0.6052,0.6187,0.5346,0.5572,53874007.8
2024-01-04,ADA,0.5572,0.579,0.5499,0.5704,27363954.9
2024-01-05,ADA,0.5704,0.5731,0.5226,0.5419,31754702.64
2024-01-06,ADA,0.5419,0.5433,0.5075,0.5231,20137921.97
2024-01-07,ADA,0.5231,0.5303,0.4883,0.4946,20255458.38
2024-01-08,ADA,0.4946,0.5448,0.465,0.5416,42975948.45
2024-01-09,ADA,0.5416,0.5438,0.4966,0.5123,30498183.66
2024-01-10,ADA,0.5123,0.5897,0.4879,0.5662,48877074.88
2024-01-11,ADA,0.5662,0.619,0.5608,0.5821,55068404.21
2024-01-12,ADA,0.5821,0.5887,0.5267,0.5476,33456394.83
2024-01-13,ADA,0.5476,0.5535,0.5311,0.5489,14777224.52
2024-01-14,ADA,0.5489,0.5499,0.5235,0.5248,13237631.33
2024-01-15,ADA,0.5248,0.5442,0.5215,0.5274,12984389.91
2024-01-16,ADA,0.5274,0.548,0.5252,0.5354,12633783.05
2024-01-17,ADA,0.5354,0.5394,0.5208,0.5278,11914369.9
2024-01-18,ADA,0.5278,0.5278,0.4954,0.5019,22031418.99
2024-01-19,ADA,0.5019,0.5048,0.4709,0.5041,24225478.61
2024-01-20,ADA,0.5041,0.5174,0.4984,0.5157,13288154.41
2024-01-21,ADA,0.5157,0.5199,0.5021,0.5027,11359638.31
2024-01-22,ADA,0.5027,0.5057,0.4751,0.4781,20281474.79
2024-01-23,ADA,0.4781,0.4857,0.4474,0.477,26662218.68
2024-01-24,ADA,0.477,0.4799,0.464,0.4762,20082829.73
2024-01-25,ADA,0.4762,0.4836,0.4585,0.4663,14768929.71
2024-01-26,ADA,0.4663,0.4901,0.463,0.4848,11513892.57
2024-01-27,ADA,0.4848,0.4899,0.4754,0.4861,6933551.69
2024-01-28,ADA,0.4861,0.5004,0.4834,0.4902,10575957.61
2024-01-29,ADA,0.4902,0.5279,0.4839,0.5259,18477688.23
2024-01-30,ADA,0.5259,0.5369,0.5124,0.5137,23122590.66
2024-01-31,ADA,0.5137,0.5202,0.4933,0.4974,21079363.79
2024-02-01,ADA,0.4974,0.5082,0.4855,0.5075,12455185.4
2024-02-02,ADA,0.5075,0.524,0.5039,0.5143,16882425.72
2024-02-03,ADA,0.5143,0.5254,0.5116,0.5123,9503845.18
2024-02-04,ADA,0.5123,0.5124,0.4931,0.4932,8066129.31
2024-02-05,ADA,0.4932,0.5056,0.4868,0.4938,10446283.8
2024-02-06,ADA,0.4938,0.5039,0.4886,0.4982,10887482.75
2024-02-07,ADA,0.4982,0.5022,0.4738,0.5021,31068478.52
2024-02-08,ADA,0.5021,0.5364,0.502,0.5303,36560769.7
2024-02-09,ADA,0.5303,0.5487,0.528,0.5409,28636357.69
2024-02-10,ADA,0.5409,0.5582,0.5285,0.5517,20890922.35
2024-02-11,ADA,0.5517,0.5655,0.5357,0.5418,27082649.55
2024-02-12,ADA,0.5418,0.5672,0.531,0.5596,25875264.95
2024-02-13,ADA,0.5596,0.5646,0.5342,0.5452,22200877.84
2024-02-14,ADA,0.5452,0.5831,0.5401,0.5775,27855547.34
2024-02-15,ADA,0.5775,0.6122,0.5714,0.6094,38883958.02
2024-02-16,ADA,0.6094,0.6141,0.5825,0.5992,32636788.35
2024-02-17,ADA,0.5992,0.6107,0.5692,0.6097,20984714.93
2024-02-18,ADA,0.6097,0.6389,0.6095,0.6195,35079474.24
2024-02-19,ADA,0.6195,0.6386,0.6152,0.6308,23421033.36
2024-02-20,ADA,0.6308,0.6413,0.5958,0.622,34450175.29
2024-02-21,ADA,0.622,0.6236,0.5749,0.5988,26466276.25
2024-02-22,ADA,0.5988,0.6078,0.5807,0.5855,19783372.49
2024-02-23,ADA,0.5855,0.5948,0.5684,0.5823,18943958.84
2024-02-24,ADA,0.5823,0.5998,0.5695,0.5969,20690381.2
2024-02-25,ADA,0.5969,0.6004,0.5805,0.5913,14265686.56
2024-02-26,ADA,0.5913,0.6227,0.5735,0.6197,30702184.79
2024-02-27,ADA,0.6197,0.6309,0.608,0.6242,41300094.28
2024-02-28,ADA,0.6242,0.6614,0.5982,0.6294,62125659.39
2024-02-29,ADA,0.6294,0.7086,0.6235,0.6551,89406441.93
2024-03-01,ADA,0.6551,0.7207,0.6536,0.7201,46184177.87
2024-03-02,ADA,0.7201,0.7643,0.7179,0.7419,65350264.16
2024-03-03,ADA,0.7419,0.7424,0.6896,0.7284,32353465.95
2024-03-04,ADA,0.7284,0.7991,0.7239,0.7711,86606052.32
2024-03-05,ADA,0.7711,0.7831,0.5806,0.6935,112630724.48
2024-03-06,ADA,0.6935,0.7568,0.6658,0.7353,56867244.45
2024-03-07,ADA,0.7353,0.7559,0.7191,0.7439,42106532.96
2024-03-08,ADA,0.7439,0.7554,0.7001,0.7243,47476851.77
2024-03-09,ADA,0.7243,0.7471,0.722,0.7431,26309412.9
2024-03-10,ADA,0.7431,0.7455,0.7013,0.7173,27523259.72
2024-03-11,ADA,0.7173,0.7882,0.6873,0.7751,73580867.58
2024-03-12,ADA,0.7751,0.776,0.7051,0.7483,50770033.43
2024-03-13,ADA,0.7483,0.7735,0.7374,0.7646,43132252.59
2024-03-14,ADA,0.7646,0.81,0.7134,0.7505,89071610.07
2024-03-15,ADA,0.7505,0.7638,0.671,0.7273,59106882.5
2024-03-16,ADA,0.7273,0.7346,0.6504,0.6586,37163429.78
2024-03-17,ADA,0.6586,0.6947,0.6288,0.6808,37728922.38
2024-03-18,ADA,0.6808,0.6985,0.6422,0.6603,35240932.97
2024-03-19,ADA,0.6603,0.6657,0.58,0.5862,55076485.86
2024-03-20,ADA,0.5862,0.6445,0.5691,0.6398,43691865.34
2024-03-21,ADA,0.6398,0.6481,0.6178,0.6316,26239068.02
2024-03-22,ADA,0.6316,0.6425,0.5991,0.6148,24001658.74
2024-03-23,ADA,0.6148,0.6393,0.6105,0.6231,12814566.44
2024-03-24,ADA,0.6231,0.6481,0.6226,0.6466,14588416.08
2024-03-25,ADA,0.6466,0.6682,0.6384,0.6566,28326253.44
2024-03-26,ADA,0.6566,0.6837,0.6517,0.665,28488681.21
2024-03-27,ADA,0.665,0.6709,0.6301,0.6476,44999624.86
2024-03-28,ADA,0.6476,0.6581,0.635,0.651,20927960.89
