date,symbol,open,high,low,close,volume
2024-09-02,USDC,1.0,1.005,0.9661,1.0,23769.61
2024-09-03,USDC,1.0,1.041,0.9989,1.0,26572.27
2024-09-04,USDC,1.0,1.01,0.9595,1.0,43027.83
2024-09-05,USDC,1.0,1.039,0.9909,1.0,38788.35
2024-09-06,USDC,1.0,1.057,0.9741,1.0,69528.23
2024-09-07,USDC,1.0,1.013,0.9924,1.0,17054.55
2024-09-08,USDC,1.0,1.008,0.9773,1.0,19160.89
2024-09-09,USDC,1.0,1.017,0.9568,1.0,42637.81
2024-09-10,USDC,1.0,1.007,0.9784,1.0,33390.38
2024-09-11,USDC,1.0,1.011,0.9688,1.0,55584.49
2024-09-12,USDC,1.0,1.008,0.9862,1.0,40918.45
2024-09-13,USDC,1.0,1.002,0.9521,1.0,40554.57
2024-09-14,USDC,1.0,1.011,0.9903,1.0,15042.39
2024-09-15,USDC,1.0,1.022,0.9926,1.0,19178.41
2024-09-16,USDC,1.0,1.017,0.9875,0.9999,33104.43
2024-09-17,USDC,0.9999,1.017,0.9552,0.9999,40709.2
2024-09-18,USDC,0.9999,1.0,0.9581,1.0,48154.49
2024-09-19,USDC,1.0,1.015,0.978,0.9999,46826.77
2024-09-20,USDC,0.9999,1.015,0.9863,1.0,34616.86
2024-09-21,USDC,1.0,1.004,0.9679,1.0,350318.8
2024-09-22,USDC,1.0,1.007,0.9813,1.0,18884.94
2024-09-23,USDC,1.0,1.022,0.9881,1.0,27282.0
2024-09-24,USDC,1.0,1.007,0.9756,1.0,32160.14
2024-09-25,USDC,1.0,1.027,0.9968,1.0,23968.24
2024-09-26,USDC,1.0,1.01,0.9613,1.0,43301.64
2024-09-27,USDC,1.0,1.011,0.9855,0.9999,36160.69
2024-09-28,USDC,1.0,1.011,0.9904,1.0,253730.39
2024-09-29,USDC,1.0,1.01,0.9912,1.0,336896.36
2024-09-30,USDC,0.9999,1.037,0.9927,1.0,42400.75
2024-10-01,USDC,1.0,1.054,0.9893,0.9998,67311.29
2024-10-02,USDC,0.9998,1.029,0.9891,1.0,55654.06
2024-10-03,USDC,1.0,1.012,0.9851,0.9999,50453.51
